departure,arrival,date,prices,lowest_price
GVA,FLN,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,301.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,002.55'}]",
GVA,FOR,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}]",
GVA,IGU,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}]",
GVA,QGP,Wed Aug 06 2025,[],
GVA,GYN,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}]",
GVA,GVR,Wed Aug 06 2025,[],
GVA,GGJ,Wed Aug 06 2025,[],
GVA,GNM,Wed Aug 06 2025,[],
GVA,QIG,Wed Aug 06 2025,[],
GVA,IOS,Wed Aug 06 2025,[],
GVA,IMP,Wed Aug 06 2025,[],
GVA,IPN,Wed Aug 06 2025,[],
GVA,JPR,Wed Aug 06 2025,[],
GVA,JPA,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}]",
GVA,JOI,Wed Aug 06 2025,[],
GVA,JDO,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}]",
GVA,IZA,Wed Aug 06 2025,[],
GVA,LBR,Wed Aug 06 2025,[],
GVA,LEC,Wed Aug 06 2025,[],
GVA,LDB,Wed Aug 06 2025,[],
GVA,MCZ,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}]",
GVA,MAO,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,199.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,199.55'}, {'price': 'CHF', 'currency': '1,199.55'}, {'price': 'CHF', 'currency': '1,199.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '1,516.05'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,516.05'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,516.05'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,516.05'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '1,743.55'}, {'price': 'CHF', 'currency': '1,743.55'}]",
GVA,MAB,Wed Aug 06 2025,[],
GVA,MII,Wed Aug 06 2025,[],
GVA,MGF,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}]",
GVA,MBZ,Wed Aug 06 2025,[],
GVA,MTE,Wed Aug 06 2025,[],
GVA,MEU,Wed Aug 06 2025,[],
GVA,MOC,Wed Aug 06 2025,[],
GVA,MVF,Wed Aug 06 2025,[],
GVA,NAT,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}]",
GVA,NVT,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}]",
GVA,PMW,Wed Aug 06 2025,[],
GVA,PYT,Wed Aug 06 2025,[],
GVA,JPE,Wed Aug 06 2025,[],
GVA,PHB,Wed Aug 06 2025,[],
GVA,PFB,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}]",
GVA,PTO,Wed Aug 06 2025,[],
GVA,POJ,Wed Aug 06 2025,[],
GVA,JPO,Wed Aug 06 2025,[],
GVA,PAV,Wed Aug 06 2025,[],
GVA,PET,Wed Aug 06 2025,[],
GVA,PGZ,Wed Aug 06 2025,[],
GVA,POA,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,293.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,739.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,739.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}]",
GVA,BPS,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '2,043.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}, {'price': 'CHF', 'currency': '1,702.55'}]",
GVA,PVH,Wed Aug 06 2025,[],
GVA,REC,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '1,780.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '2,162.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}]",
GVA,RAO,Wed Aug 06 2025,[],
GVA,SDU,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,039.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}]",
GVA,GIG,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '1,268.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '2,035.55'}, {'price': 'CHF', 'currency': '1,735.55'}, {'price': 'CHF', 'currency': '2,035.55'}]",
GVA,RRJ,Wed Aug 06 2025,[],
GVA,ROO,Wed Aug 06 2025,[],
GVA,IAL,Wed Aug 06 2025,[],
GVA,SSA,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}]",
GVA,CSU,Wed Aug 06 2025,[],
GVA,IRZ,Wed Aug 06 2025,[],
GVA,RIA,Wed Aug 06 2025,[],
GVA,STM,Wed Aug 06 2025,[],
GVA,SRA,Wed Aug 06 2025,[],
GVA,GEL,Wed Aug 06 2025,[],
GVA,JSB,Wed Aug 06 2025,[],
GVA,SJL,Wed Aug 06 2025,[],
GVA,SLZ,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,628.55'}, {'price': 'CHF', 'currency': '1,367.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}]",
GVA,CGH,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,832.95'}]",
GVA,GRU,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,832.95'}]",
GVA,SAO,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,832.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,532.95'}, {'price': 'CHF', 'currency': '1,832.95'}]",
GVA,TFF,Wed Aug 06 2025,[],
GVA,TEC,Wed Aug 06 2025,[],
GVA,THE,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}, {'price': 'CHF', 'currency': '1,776.55'}, {'price': 'CHF', 'currency': '2,158.55'}]",
GVA,TJL,Wed Aug 06 2025,[],
GVA,UDI,Wed Aug 06 2025,"[{'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}, {'price': 'CHF', 'currency': '1,317.55'}]",
GVA,UMU,Wed Aug 06 2025,[],
GVA,UVI,Wed Aug 06 2025,[],
GVA,URG,Wed Aug 06 2025,[],
GVA,VAG,Wed Aug 06 2025,[],
GVA,BVH,Wed Aug 06 2025,[],
